brand,description,generique,image,model,title,url
,Pince dnuder isole Magnusson 160 mm avec poigne confortable Poigne en Polypropylne PP et caoutchouc thermoplastique TPR Ce produit peut tre facilement ajust et est dot dun bord band Matire Acier inoxydable A4 Ouverture de la mchoire 25 mm max Finition nickel Manche bi matire Nom du modle PL44 Adapt Dnudage et coupe dacier doux de calibre 18 07 12 mm Longueur du produit 160 mm Poids net 190 g Dimensions du produit L 160 x l 65 x H 28 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,calibre,,,Pince dnuder isole 160 mm Brico Dpt,https://www.bricodepot.fr/catalogue/pince-a-denuder-isolee-160-mm/prod51660/
,Cette pince circlips 4 ttes PL117 de couleur rouge en acier carbone est un outil pratique qui couvre 4 applications de circlips diffrentes La broche de centrage verrouillage automatique maintient les ttes en toute scurit et est facile retirer pour le changement de tte instantan La mchoire bec long et les ttes changement rapide transforment les circlips internes et externes 2 ttes droites 2 ttes courbes Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,automatique,,,Pince circlips 4 ttes en acier carbone PL117 Brico Dpt,https://www.bricodepot.fr/catalogue/pince-circlips-4-tetes-en-acier-carbone-pl117/prod51659/
,Cisaille tle coupe devant Magnusson 250 mm dote dun bord chanfrein qui reste aiguis pour garantir une longue dure de vie Ce produit permet la coupe sans effort et est ressort avec un verrouillage de scurit Matire Acier inoxydable A4 Nom du modle PL79 Adapt Coupe de tle mtallique et dacier doux de calibre 18 07 12 mm Longueur du produit 250 mm Poids net 350 g Dimensions du produit L 250 x l 70 x H 30 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,calibre,,,Cisaille tle coupe devant 250 mm Brico Dpt,https://www.bricodepot.fr/catalogue/cisaille-a-tole-coupe-devant-250-mm/prod51663/
,Pince dnuder Magnusson 160 mm avec poigne ergonomique Fonction de dnudage automatique et section transversale de 02 6 mm2 Finition sabl Manche bi matire Fonctionnement manuel Nom du modle PL42 Adapt La dcoupe Longueur du produit 210 mm Matire de la lame Acier carbone Poids net 320 g Dimensions du produit L 160 x l 95 x H 235 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,automatique,,,Pince dnuder 160 mm pour dcoupe Brico Dpt,https://www.bricodepot.fr/catalogue/pince-a-denuder-160-mm-pour-decoupe/prod51651/
,Thermomtre infrarouge Magnusson Mesure de la temprature pour le point cible Bi matire Affichage LCD Sans fil 0C 40C Mesure de 20C 320C Prcision de mesure 2 lorsque la temprature est au dessus de 0C Prcision de mesure 3 lorsque la temprature est infrieure ou gale 0C Humidit dutilisation 0 75 HR Niveau laser automatique Poigne ergonomique Dimensions du produit L 152 x l 118 x P 32 mm viter toute exposition directe des yeux Ne jamais regarder le faisceau Pile PP3 6LR51 non fournie Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,automatique,,,Thermomtre infrarouge IM23 Brico Dpt,https://www.bricodepot.fr/catalogue/thermometre-infrarouge-im23/prod51596/
,Ce traceur niveau laser Magnusson Bi matire avec mise niveau automatique fonctionne entre 0 et 40 Axe horizontal Classe de laser 2 635 nm Plage de travail ligne 3 m point 20 m largeur de ligne laser 3 mm3 m point laser 15 mm20 m prcision ligne 1 mm point 05 mm prcision du niveau 1 mm Fonctionne avec 2 piles AAA 3V non fournies Dimensions du produit L 335 x l 23 x H 165 mm viter toute exposition directe des yeux Les conditions gnrales de garantie 5 ans Magnusson sont disponibles laccueil de votre dpt Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,automatique,,,Traceur niveau laser Magnusson Brico Dpt,https://www.bricodepot.fr/catalogue/traceur-niveau-laser-magnusson/prod51587/
,Un quipement fiable et efficace Robuste et fiable ce niveau laser rotatif dispose dune structure surmoule qui le protge contre les projections deau galement labri de la poussire les lments qui le constituent peuvent fonctionner sans entrave Cet appareil prsente une large amplitude concernant la temprature optimale dutilisation qui peut tre comprise entre 0 et 40 C Sa fonction de mise niveau automatique facilite le contrle de la planit tout comme la mise niveau des surfaces Performant ce niveau laser peut projeter des lignes horizontales et verticales avec une porte de 15 m Pour tous vos travaux domestiques Pour vrifier vos travaux de nivellement poser des plaquettes de parement ou du placopltre optez pour ce niveau laser qualitatif On apprcie sa facilit de prise en main et son fonctionnement fiable Complment indispensable de vos outils de travail ce niveau peut tre utilis sur tous les types de chantiers domestiques ou de petite ampleur Parfaitement autonome il fonctionne laide de 4 piles LR6 AA non fournies Son compartiment piles est trs simple daccs vous pourrez ainsi remplacer les batteries rapidement en cas de besoin Prvoyez un trpied pour linstallation de cet appareil Distance de dtection et porte 15 m Prcision de la mesure 04 mm Structure Surmoule tanche leau et la poussire Usage Petits projets de construction ou usage domestique Axe de la ligne du laser Horizontal et vertical Temprature optimale dutilisation 0 40 C Temprature de stockage 10 60 C Alimentation 4 piles AA LR6 non fournies Autonomie Environ 20 h Taille 70 x 102 x 90 mm Poids 390 g Nom du modlenumro IM0201 Garantie 5 ans Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,automatique,,,Niveau laser rotatif 15 m IM0201 Brico Dpt,https://www.bricodepot.fr/catalogue/niveau-laser-rotatif-15-m-im0201/prod51590/
unique,Cette scie guichet en acier 2 en 1 Magnusson deux lames pour cadres mtalliques plaques de pltre et cloisons sches Coupe universelle va et vient Dents pointe dure triple biseau 7 TPI et 24 TPI Manche bi matire Dote dun mcanisme de blocage et de deux lames diffrentes Longueur du produit 310 mm Largeur du produit 37 mm Longueur de lame 150 mm Longueur de lame 150 mm Garantie vie manche uniquement Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,ms,Scie guichet 2 en 1 150 mm SW41 Brico Dpt,https://www.bricodepot.fr/catalogue/scie-a-guichet-2-en-1-150-mm-sw41/prod51573/
,Dimensions du produit L 565 x l 150 x H 35 mm Sciage par mouvement de va et vient Dents triple bordure denture 11 TPI Traitement thermique Lame en acier tremp par induction p 09 mm Poigne bi matire Utilisation pour branches bois brut et bois vert Porter des lunettes de protection Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,Scie bois coupe fine 450 mm 11 TPI SW15 Brico Dpt,https://www.bricodepot.fr/catalogue/scie-a-bois-coupe-fine-450-mm-11-tpi-sw15/prod51560/
unique,Compatible uniquement avec le coupe bordures MAC ALLISTER 1000 W Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,ms,Lot de 10 fils de coupe pour coupe bordures Brico Dpt,https://www.bricodepot.fr/catalogue/lot-de-10-fils-de-coupe-pour-coupe-bordures/prod51554/
unique,Cette scie bois coupe fine Magnusson 350 mm possde 11 dents par pouce est en acier cment et possde une lame en acier tremp par induction est spcialement conue pour une utilisation domestique et commerciale et est utilise avec une direction de coupe va et vient Sa poigne bi matire ergonomique permet de travailler pendant une priode prolonge Longueur du produit 460 mm Largeur du produit 150 mm Longueur de lame 350 mm Poids net 350 g Epaisseur de lame 09 mm Garantie vie manche uniquement Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,ms,Scie bois Toolbox coupe fine 350 mm SW20 Brico Dpt,https://www.bricodepot.fr/catalogue/scie-a-bois-toolbox-coupe-fine-350-mm-sw20/prod51564/
unique,Compatible uniquement avec la tondeuse MAC ALLISTER 251010 Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,ms,Lame pour tondeuse 51 cm tondeuse 251010 mcallister Brico Dpt,https://www.bricodepot.fr/catalogue/lame-pour-tondeuse-51-cm-tondeuse-251010-mcallister/prod51551/
unique,Compatible uniquement avec la tondeuse MAC ALLISTER 251008 Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,ms,Lame tondeuse 40 cm Brico Dpt,https://www.bricodepot.fr/catalogue/lame-tondeuse-40-cm/prod51549/
unique,Compatible uniquement avec le coupe bordures MAC ALLISTER 300 W Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,ms,Fil pour coupe bordure 250984 mcallister Brico Dpt,https://www.bricodepot.fr/catalogue/fil-pour-coupe-bordure-250984-mcallister/prod51548/
unique,Compatible uniquement avec la tondeuse MAC ALLISTER 250985 Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,ms,Lame pour tondeuse 33 cm tondeuse 250985 mcallister Brico Dpt,https://www.bricodepot.fr/catalogue/lame-pour-tondeuse-33-cm-tondeuse-250985-mcallister/prod51552/
unique,Compatible uniquement avec la tondeuse MAC ALLISTER 251009 Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,ms,Lame pour tondeuse 46 cm Brico Dpt,https://www.bricodepot.fr/catalogue/lame-pour-tondeuse-46-cm/prod51550/
,Ces embout de vissage assortis Erbauer 32 pices SDR76853 possdent une pointe conue gomtriquement qui sinsre dans les fixations plus prcisment rduisant lrosion et ljection Embout Mixte Longueur 107 mm Adapt Serrage couple lev continu avec tournevis impact Taille de la tige 635 mm Type de tige Hex Type dempreinte Mixte Revtement appliqu Oxyde noir Rsistant la rouille Durabilit Trs rsistant Quantit par pack 32 Fourni avec 10 Pozidriv 2x PZ1 6x PZ2 et 2x PZ3 10 Phillips 2x PH1 6x PH2 et 2x PH3 2 carrs SQ1 et SQ2 2 fente 55 mm et 65 mm 6 Torx T15 T20 T25 2x T30 et T40 1 adaptateur de douille mandrin rapide 65 mm et bote de rangement en plastique Poids net 26000 g Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,douille,,,Embout de vissage assortis Erbauer 32 pices Brico Dpt,https://www.bricodepot.fr/catalogue/embout-de-vissage-assortis-erbauer-32-pieces/prod51536/
,Lame de scie circulaire pour bois 200 x302016 Fine 60D TCT Matriau acier Noyau pr tendu avec dents pointe en carbure de tungstne pour coupe fine et transversale de bois Degr de rotation 15 Bague de rduction 20 et 16 mm Longueur des dents 49 mm Compatible avec la plupart des scies circulaires scies onglets et scies table Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,Lame de scie circulaire pour bois 200 mm 60D TCT Brico Dpt,https://www.bricodepot.fr/catalogue/lame-de-scie-circulaire-pour-bois--200-mm-60d-tct/prod51465/
,Un aimant puissant maintient fermement lattache Longueur 60 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,automatique,,,Mandrin automatique 60 mm Brico Dpt,https://www.bricodepot.fr/catalogue/mandrin-automatique-60-mm/prod51395/
,Pour une utilisation avec une machine SDS des trpans centraux de 30 mm ou moins Diamtre 95 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,Foret pilote pour scies cloches 9 mm Brico Dpt,https://www.bricodepot.fr/catalogue/foret-pilote-pour-scies-cloches-9-mm/prod51380/
,Ce disque rsistant et de bonne qualit offre une coupe rapide dans lacier inoxydable et dautres alliages Diamtre 230 mm paisseur 19 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,Disques trononner les mtaux inox 230 mm Brico Dpt,https://www.bricodepot.fr/catalogue/disques-a-tronconner-les-metaux-inox-230-mm/prod51362/
,Une lame en diamant de bonne qualit pour une coupe rapide et une dure de vie prolonge Diamtre 125 mm paisseur 19 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,Disques diamant segments Diam 125 mm Brico Dpt,https://www.bricodepot.fr/catalogue/disques-diamant-segmentes-diam-125-mm/prod51370/
,Avec 3 cls Dim L 59 x H 45 mm 9 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,Cadenas gaine PVC 50 mm 3 clefs Brico Dpt,https://www.bricodepot.fr/catalogue/cadenas-gaine-pvc-50-mm-3-clefs/prod51185/
unique,Ce carrelage de sol intrieur grs crame poli Modenia de coloris beige viendra embellir votre intrieur Les carreaux doivent tre tanchifis en surface et sur tous les bords y compris les bords coups avant la pose et nouveau en surface aprs le jointement Utiliser uniquement un produit dtanchit adquat destin aux carreaux en porcelaine polie et toujours respecter les consignes du fabricant du produit dtanchit Utiliser une colle spcialement conue pour la fixation de carreaux de porcelaine Caractristiques Grs crame poli Coloris beige Dimensions l 60 x L 60 cm x p 9 mm Le carton de 108 m hors joint Nombre de faces 1 face Plinthe assortie 8 x 60 cm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,ms,Carrelage de sol intrieur Modenia beige l 60 x L 60 cm Brico Dpt,https://www.bricodepot.fr/catalogue/carrelage-de-sol-interieur-modenia-beige-l-60-x-l-60-cm/prod51072/
,Prise RJ45 Asfora CAT 5e pour vos appareils Ordinateur imprimante tlphone Caractristiques Fixation vis ou griffe Type de blindage du cble STP Raccordement IDC automatique par cble rigide Bornes de connexion vis IP20,automatique,,,Prise Ethernet RJ45 Asfora blanche Brico Dpt,https://www.bricodepot.fr/catalogue/prise-ethernet-rj45-asfora-blanche/prod51130/
asp,Faence modle Cimenti largeur 25 cm x Longeur 40 cm paisseur 88 mm Faence murale aspect bton Coloris gris clair Finition mat Le carton de 1 m hors joint,,,asp,Carrelage mural Cimenti gris clair l 25 x L 40 cm Brico Dpt,https://www.bricodepot.fr/catalogue/carrelage-mural-cimenti-gris-clair-l-25-x-l-40-cm/prod51034/
asp,Faence modle Cimenti largeur 25 cm x Longueur 40 cm paisseur 88 mm Faence murale aspect bton Coloris gris Finition mat Le carton de 1 m hors joint,,,asp,Carrelage mural Cimenti gris l 25 x L 40 cm Brico Dpt,https://www.bricodepot.fr/catalogue/carrelage-mural-cimenti-gris-l-25-x-l-40-cm/prod51032/
asp,LAnticalcaire toutes surfaces ONYX est idal pour dsincruster facilement le tartre minral sur carrelages muraux viers robinetterie baignoires bacs de douche Parfait pour un entretien rgulier il permet galement dliminer les traces de savon de limiter la rapparition des salissures et de redonner de lclat aux supports et surfaces Convient parfaitement pour retirer les traces de calcaire sur cramique maille acrylique verre plastiques inox silicone etc Caractristiques physico chimiques Aspect Liquide Couleur Incolore lgrement jaune Odeur Caractristique Densit 1026 0010 Ph 20C 1 dans leau 25 04,,,asp,Anti calcaire toutes surfaces 500 ml Brico Dpt,https://www.bricodepot.fr/catalogue/anti-calcaire-toutes-surfaces-500-ml/prod50964/
mab,Le cadenas combinaison 3 chiffres programmable Master Lock n 7620EURT prsente un corps en aluminium dune largeur de 20 mm pour une meilleure rsistance la corrosion Lanse dun diamtre de 3 mm et de 21 mm de haut est en acier chrom pour une rsistance accrue Lanse en acier dun diamtre de 3 mm sadapte la plupart des fermetures clair des bagages,,,f,Lot de 2 cadenas aluminium combinaison Master Lock Brico Dpt,https://www.bricodepot.fr/catalogue/lot-de-2-cadenas-aluminium-a-combinaison-master-lock/prod50932/
,Accessoire pour appareil bipolaire Permet le peignage direct et automatique entre un interrupteur 63A et les disjoncteurs Phase Neutre situ en aval Garantie 2 ansA Informations fournisseurs Nom HBF Email informationgroupehbfcom Adresse ZI BONZOM 09270 MAZERES FRANCE,automatique,,,Connecteur dalimentation pour interrupteur diffrentiel 63A Brico Dpt,https://www.bricodepot.fr/catalogue/connecteur-dalimentation-pour-interrupteur-differentiel-63a/prod50808/
,Pour parafoudre 820950 Obligatoire selon la norme NF C15 100 dans les rgions forte densit dimpacts de foudre Le parafoudre limite les surtensions en vacuant lnergie vers la terre Parafoudre monophas Niveau de protection 40kA Si le voyant de la cartouche est rouge celle ci est remplacer vendue seule Caractristiques techniques de la cartouche Uc 275V In 20kA Imax 40kA Up 13kV 5060Hz Informations fournisseurs Nom HBF Email informationgroupehbfcom Adresse ZI BONZOM 09270 MAZERES FRANCE,Cartouche,,,Cartouche parafoudre modulaire 40ka Brico Dpt,https://www.bricodepot.fr/catalogue/cartouche-parafoudre-modulaire-40ka/prod50798/
,Commande manuelle Contacteur domestique pour tarifs heures creuses Contacteur marche force avec retour automatique Emprise nombre de modules 1 Garantie 2 ansA Informations fournisseurs Nom HBF Email informationgroupehbfcom Adresse ZI BONZOM 09270 MAZERES FRANCE,automatique,"https://www.bricodepot.fr/images/page_prod_big/83500/83671.jpg,https://www.bricodepot.fr/images/_CustomProductCatalog/m1200026_MQ_Novelec.png,https://www.bricodepot.fr/images/_CustomProductCatalog/m3580140_00_Bandeau_Categorie_NH_Elec_Mobile_640x453px.jpg,https://www.bricodepot.fr/images/_CustomProductCatalog/m3580139_00_Bandeau_Categorie_NH_Elec_Desktop_1560x250px.jpg,https://www.bricodepot.fr/docroot/resources/images/home/shop-100x100.jpg",,Contacteur journuit 20A 1 Garantie 2 ans Brico Dpt,https://www.bricodepot.fr/catalogue/contacteur-journuit-20a-1-garantie-2-ans/prod50797/
asp,Mosaque modle Tourino largeur 30 cm x Longueur 30 cm paisseur 8 mm Carreau de mosaque aspect mtal Coloris noir Finition mat et brillante Prix de vente la pice,,,asp,Mosaque Tourino noir l 30 x L 30 cm Brico Dpt,https://www.bricodepot.fr/catalogue/mosaique-tourino-noir-l-30-x-l-30-cm/prod50752/
asp,Mosaque modle Bolognia largeur 30 cm x Longeur 304 cm paisseur 8 mm Carreau de mosaque aspect verre Coloris gris Finition mat et brillante Prix de vente la pice,,,asp,Mosaque Bolognia gris l 30 x L 304 cm Brico Dpt,https://www.bricodepot.fr/catalogue/mosaique-bolognia-gris-l-30-x-l-304-cm/prod50751/
,Carrelage sol intrieur modle Konkrete grs crame maill gris de dimensions 307 x 307 cm adapt pour les pices vivre telles que la salle de bains la cuisine les chambres et toutes utilisations rsidentielles et commerciales Caractristiques Grs crame maill Coloris gris Dimensions l 307 x L 307 cm x p 7 mm Le carton de carrelage de 189 m hors joint Nombre de faces 6 en mlange alatoire Nombre de carreaux dans un paquet 20 Poids du paquet 24 kg Plinthe carrelage assortie 8 x 307 cm 403189 Existe en anthracite gris et ivoire et en formats 307 x 307 cm 426 x 426 cm et 307 x 617 cm Contrler la rfrence du bain et du calibre avant la pose Prlever des carreaux alternativement dans plusieurs cartons et mlanger les faces entre elles pour obtenir un rsultat harmonieux Seuls les retours de carrelage non pos sont accepts en dpt Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,calibre,,,Carrelage de sol intrieur Konkrete gris l 307 x L 307 cm Brico Dpt,https://www.bricodepot.fr/catalogue/carrelage-de-sol-interieur-konkrete-gris-l-307-x-l-307-cm/prod50772/
asp,Mosaque modle Calabria largeur 30 cm x Longueur 30 cm paisseur 4 mm Carreau de mosaque aspect verre Coloris mix gris Finition brillante Prix de vente la pice,,,asp,Mosaque Calabria mix gris l 30 x L 30 cm Brico Dpt,https://www.bricodepot.fr/catalogue/mosaique-calabria-mix-gris-l-30-x-l-30-cm/prod50750/
asp,Mosaque modle Genovia largeur 295 cm x Longeur 295 cm paisseur 4 mm Carreau de mosaque aspect verre Coloris noir Finition mat Prix de vente la pice,,,asp,Mosaque Genovia noir l 295 x L 295 cm Brico Dpt,https://www.bricodepot.fr/catalogue/mosaique-genovia-noir-l-295-x-l-295-cm/prod50749/
asp,Mosaque modle Palermio largeur 294 cm x Longueur 295 cm paisseur 8 mm Carreau de mosaque aspect verre Coloris noir et blanc Finition mat Prix de vente la pice,,,asp,Mosaque Palermio noirblanc l 294 x L298 cm Brico Dpt,https://www.bricodepot.fr/catalogue/mosaique-palermio-noirblanc-l-294-x-l298-cm/prod50748/
asp,Une dalle de plancher aux proprits multiples LOSB est un matriau compos de plusieurs couches de lamelles de bois compresses et encolles dans le mme sens laide dune cire et dune rsine synthtique Il existe quatre catgories dOSB et lOSB2 est celui utilis pour les dalles de plancher en intrieur Le bois OSB prsente de nombreux avantages il est solide il rsiste aux insectes xylophages mangeurs de bois et cest un isolant thermique et phonique Une dalle de plancher simple poser Les dalles de plancher en OSB2 permettent dinstaller un nouveau plancher sur un plancher existant ou sur des solives LOSB est bien adapt au revtement des sols car malgr sa robustesse il est lger et simple manipuler dcouper et percer De plus les panneaux sont rainurs sur leurs quatre tranches ce qui facilite un embotement sur les quatre cts Une dalle de plancher recouvrir ou laisser telle quelle Une dalle de plancher en OSB offre un bel aspect brut Une fois votre parquet pos vous pouvez vous contenter de le vitrifier poncez le appliquez un fond dur puis deux couches de vitrificateur Ou vous pouvez prfrer y ajouter un revtement supplmentaire de votre choix parquet bois parquet flottant moquette lino ou encore lames PVC OSB de catgorie 2 Dimensions Longueur 169 cm x Largeur 634 cm x paisseur 18 mm Poids 11 Kg Usage Intrieur en conditions sches Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Dalle de plancher OSB2 L 169 x l 634 cm x p 18 mm Brico Dpt,https://www.bricodepot.fr/catalogue/dalle-de-plancher-osb2-l-169-x-l-634-cm-x-ep-18-mm/prod50740/
asp,Un panneau pratique et solide Le panneau OSB est compos de lamelles de bois orientes compresses puis encolles dans le mme sens en couches successives Elle comprend 95 de bois coll et 5 dun mlange rsinecirecolle ce qui assure une solidit toute preuve Lger il est aussi trs facile dcouper et percer pour un assemblage facilit Autre atout une grande polyvalence qui lui permet dtre utilis dans la construction lisolation lagencement ou la dcoration intrieure Le panneau OSB 3 possde galement de grandes capacits disolation phonique et thermique Il existe quatre classes de matriau OSB Les panneaux OSB 1 et 2 semploient dans les milieux secs et la classe OSB 4 caractrise des panneaux travaillant sous contraintes leves en milieu humide LOSB 3 est quant lui un panneau destin un usage intrieur ou extrieur sous abri en milieu humide comme dans une salle de bain par exemple Un atout design pour votre dcoration Les panneaux OSB 3 serviront aussi bien la fabrication de planchers toits et murs que dans les applications porteuses ou le renforcement En plus dune bonne stabilit et dune facilit dinstallation le panneau OSB 3 vous assure un rendu esthtique En effet sa texture particulire base de lames de bois entremles lui donne un aspect original et design Vous pourrez sublimer et protger les panneaux OSB 3 en les vitrifiant ou en appliquant une couche de lasure Dans ce cas nul besoin de les recouvrir dun revtement type carrelage ou peinture Les panneaux OSB 3 apporteront une touche brute votre espace Pour changer de dco en fonction de vos envies nhsitez pas les peindre Dalle pour planchers toits revtement de murs applications porteuses et renforcement Dimensions Longueur 244 cm x Largeur 122 cm x paisseur 12 mm Poids 2178 Kg Usage Intrieur ou extrieur sous abri Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Panneau OSB 3 L 244 x l 122 cm x p 12 mm Brico Dpt,https://www.bricodepot.fr/catalogue/panneau-osb-3-l-244-x-l-122-cm-x-ep-12-mm/prod50736/
,Un matriau multi usages Ces dalles OSB sont constitues de lamelles de bois agglomres LOSB est un matriau multi usages facile manier Il peut en effet tre utilis aussi bien lors de la pose du plancher quen tant que support dtanchit pour toiture ou encore pour raliser des parois murales Alors quil tait auparavant rserv au gros uvre ou lisolation phonique et thermique la tendance actuelle vise recourir lOSB pour habiller des murs ou pour confectionner des meubles et tagres en tous genres On le choisit donc maintenant galement pour son ct esthtique La classe de bois OSB3 est privilgier dans les milieux humides lintrieur ou sous abri lextrieur Un produit design et durable Trs solides les plaques dOSB3 se prtent aisment au perage et au dcoupage sans smietter ou tomber en poussire Un produit rsistant autant de caractristiques qui en font un matriau au got du jour Les panneaux de bois OBS3 sont notamment une bonne option si vous devez les utiliser dans une pice vivre en contact direct avec les habitants de la maison Laisss bruts ils conservent une apparence naturelle et permettent daccrocher la lumire Mais vous pouvez aussi les agrmenter de finitions peinture vernis lasure pour les adapter vos gots Coloris bois naturel Matire bois OSB3 milieux humides Longueur 244 cm Largeur 122 cm paisseur 9 mm Poids 1661Kg Usage Intrieur et extrieur sous abri Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,Panneau OSB3 L 244 x l 122 cm x p 9 mm Brico Dpt,https://www.bricodepot.fr/catalogue/panneau-osb3-l-244-x-l-122-cm-x-ep-9-mm/prod50735/
asp,Un usage intrieur et en milieu sec LOSB ou Oriented Strand Board est un sigle dorigine anglaise qui dsigne un matriau compos de lamelles de bois compresses Constitue elle mme de trois couches croises de lamelles de conifre recouvertes dune rsine synthtique cette dalle dagencement OSB1 de 169 cm de long 61 cm de large et paisse de 14 mm est conue exclusivement pour un usage en intrieur et en milieu sec Comme tous les panneaux de bois OSB de catgorie 1 elle nest pas tanche et ne peut donc tre utilise dans une salle de bains par exemple Un panneau idal pour la dcoration Non structurelle cette dalle dagencement OSB1 est parfaite pour la cration dun nouveau plancher sur un plancher existant Avec sa couleur naturelle elle apportera de la chaleur la pice Vous pouvez ainsi composer un intrieur cosy de style chalet Polyvalente elle peut aussi servir la fabrication de meubles comme une table basse une bibliothque ou un dressing Vous pouvez lui laisser son aspect brut et sa texture Vous pouvez aussi la peindre aprs ponage et la vernir pour ladapter vos envies La dalle dagencement OSB1 Bricoleur expert ou dbutant la dalle dagencement OSB1 peut tre manipule par tous Cest un matriau la fois solide et lger facile percer et dcouper Cest aussi un excellent isolant phonique et thermique qui retient la chaleur lhiver et prserve la fracheur en t En outre son utilisation ne gnre pas de poussires excessives OSB de catgorie 1 Dimensions Longueur 169 cm x Largeur 61 cm x paisseur 14 mm Poids 79 Kg Usage En intrieur en milieu sec Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Dalle dagencement OSB1 L 169 X l 61 cm x p 14 mm Brico Dpt,https://www.bricodepot.fr/catalogue/dalle-dagencement-osb1-l-169-x-l-61-cm-x-ep-14-mm/prod50739/
